,artist_name,track_name,track_id,popularity,release_date,artist_followers,Position,Track Name,Artist,Streams,URL,Date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
377,Drake,Portland,2bjwRfXMk4uRgOD9IBYl9h,73,2017-03-18,58378449,7,Portland,Drake,1174803,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,04/01/2018,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,audio_features,2bjwRfXMk4uRgOD9IBYl9h,spotify:track:2bjwRfXMk4uRgOD9IBYl9h,https://api.spotify.com/v1/tracks/2bjwRfXMk4uRgOD9IBYl9h,https://api.spotify.com/v1/audio-analysis/2bjwRfXMk4uRgOD9IBYl9h,236615,4
382,Drake,Portland,2bjwRfXMk4uRgOD9IBYl9h,73,2017-03-18,58378449,184,Portland,Drake,178336,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,01/01/2018,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,audio_features,2bjwRfXMk4uRgOD9IBYl9h,spotify:track:2bjwRfXMk4uRgOD9IBYl9h,https://api.spotify.com/v1/tracks/2bjwRfXMk4uRgOD9IBYl9h,https://api.spotify.com/v1/audio-analysis/2bjwRfXMk4uRgOD9IBYl9h,236615,4
387,Drake,Portland,2bjwRfXMk4uRgOD9IBYl9h,73,2017-03-18,58378449,45,Portland,Drake,434417,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,07/01/2017,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,audio_features,2bjwRfXMk4uRgOD9IBYl9h,spotify:track:2bjwRfXMk4uRgOD9IBYl9h,https://api.spotify.com/v1/tracks/2bjwRfXMk4uRgOD9IBYl9h,https://api.spotify.com/v1/audio-analysis/2bjwRfXMk4uRgOD9IBYl9h,236615,4
392,Drake,Portland,2bjwRfXMk4uRgOD9IBYl9h,73,2017-03-18,58378449,103,Portland,Drake,238556,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,10/01/2017,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,audio_features,2bjwRfXMk4uRgOD9IBYl9h,spotify:track:2bjwRfXMk4uRgOD9IBYl9h,https://api.spotify.com/v1/tracks/2bjwRfXMk4uRgOD9IBYl9h,https://api.spotify.com/v1/audio-analysis/2bjwRfXMk4uRgOD9IBYl9h,236615,4
397,Kodak Black,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,73,2017-03-31,7439250,8,Tunnel Vision,Kodak Black,1163558,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,04/01/2017,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,audio_features,4Q3N4Ct4zCuIHuZ65E3BD4,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,268187,4
402,Kodak Black,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,73,2017-03-31,7439250,8,Tunnel Vision,Kodak Black,1163558,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,04/01/2018,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,audio_features,4Q3N4Ct4zCuIHuZ65E3BD4,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,268187,4
407,Kodak Black,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,73,2017-03-31,7439250,123,Tunnel Vision,Kodak Black,230486,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,01/01/2018,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,audio_features,4Q3N4Ct4zCuIHuZ65E3BD4,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,268187,4
412,Kodak Black,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,73,2017-03-31,7439250,43,Tunnel Vision,Kodak Black,437383,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,07/01/2017,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,audio_features,4Q3N4Ct4zCuIHuZ65E3BD4,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,268187,4
417,Kodak Black,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,73,2017-03-31,7439250,81,Tunnel Vision,Kodak Black,274190,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,10/01/2017,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,audio_features,4Q3N4Ct4zCuIHuZ65E3BD4,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,268187,4
422,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,122,XO Tour Llif3,Lil Uzi Vert,284622,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,04/01/2019,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
442,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,103,XO Tour Llif3,Lil Uzi Vert,289289,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,04/01/2020,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
462,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,141,XO Tour Llif3,Lil Uzi Vert,244737,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,04/01/2021,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
482,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,10,XO Tour Llif3,Lil Uzi Vert,683284,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,01/01/2018,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
502,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,92,XO Tour Llif3,Lil Uzi Vert,304287,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,01/01/2019,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
522,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,130,XO Tour Llif3,Lil Uzi Vert,266698,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,01/01/2020,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
542,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,168,XO Tour Llif3,Lil Uzi Vert,231423,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,01/01/2021,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
562,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,78,XO Tour Llif3,Lil Uzi Vert,337791,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,07/01/2018,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
582,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,144,XO Tour Llif3,Lil Uzi Vert,254366,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,07/01/2019,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
602,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,105,XO Tour Llif3,Lil Uzi Vert,277728,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,07/01/2020,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
622,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,169,XO Tour Llif3,Lil Uzi Vert,228000,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,07/01/2021,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
642,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,5,XO Tour Llif3,Lil Uzi Vert,866104,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,10/01/2017,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
662,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,102,XO Tour Llif3,Lil Uzi Vert,337516,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,10/01/2018,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
682,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,159,XO Tour Llif3,Lil Uzi Vert,239747,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,10/01/2019,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
702,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,171,XO Tour Llif3,Lil Uzi Vert,224380,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,10/01/2020,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
722,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25,12271144,122,XO Tour Llif3,Lil Uzi Vert,266459,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,10/01/2021,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4
742,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,10,Congratulations,Post Malone,912617,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,04/01/2017,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
756,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,10,Congratulations,Post Malone,912617,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,04/01/2018,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
770,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,127,Congratulations,Post Malone,279822,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,04/01/2019,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
784,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,117,Congratulations,Post Malone,192751,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,01/01/2017,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
798,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,23,Congratulations,Post Malone,572840,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,01/01/2018,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
812,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,87,Congratulations,Post Malone,314602,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,01/01/2019,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
826,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,158,Congratulations,Post Malone,245855,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,01/01/2020,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
840,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,7,Congratulations,Post Malone,1038488,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,07/01/2017,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
854,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,96,Congratulations,Post Malone,290766,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,07/01/2018,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
868,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,157,Congratulations,Post Malone,243207,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,07/01/2019,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
882,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,158,Congratulations,Post Malone,229324,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,07/01/2020,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
896,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,10,Congratulations,Post Malone,712289,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,10/01/2017,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
910,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,130,Congratulations,Post Malone,276926,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,10/01/2018,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
924,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,82,2016-12-09,34700003,167,Congratulations,Post Malone,235180,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,10/01/2019,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
938,Khalid,Location,152lZdxL1OR0ZMW6KquMif,79,2017-04-27,14504221,11,Location,Khalid,879379,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,04/01/2017,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,audio_features,152lZdxL1OR0ZMW6KquMif,spotify:track:152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,219080,4
949,Khalid,Location,152lZdxL1OR0ZMW6KquMif,79,2017-04-27,14504221,11,Location,Khalid,879379,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,04/01/2018,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,audio_features,152lZdxL1OR0ZMW6KquMif,spotify:track:152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,219080,4
960,Khalid,Location,152lZdxL1OR0ZMW6KquMif,79,2017-04-27,14504221,143,Location,Khalid,262273,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,04/01/2019,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,audio_features,152lZdxL1OR0ZMW6KquMif,spotify:track:152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,219080,4
971,Khalid,Location,152lZdxL1OR0ZMW6KquMif,79,2017-04-27,14504221,44,Location,Khalid,412095,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,01/01/2018,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,audio_features,152lZdxL1OR0ZMW6KquMif,spotify:track:152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,219080,4
982,Khalid,Location,152lZdxL1OR0ZMW6KquMif,79,2017-04-27,14504221,162,Location,Khalid,219336,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,01/01/2019,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,audio_features,152lZdxL1OR0ZMW6KquMif,spotify:track:152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,219080,4
993,Khalid,Location,152lZdxL1OR0ZMW6KquMif,79,2017-04-27,14504221,12,Location,Khalid,813688,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,07/01/2017,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,audio_features,152lZdxL1OR0ZMW6KquMif,spotify:track:152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,219080,4
1004,Khalid,Location,152lZdxL1OR0ZMW6KquMif,79,2017-04-27,14504221,123,Location,Khalid,250310,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,07/01/2018,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,audio_features,152lZdxL1OR0ZMW6KquMif,spotify:track:152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,219080,4
