,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
163,"Look At Me!",XXXTENTACION,261818,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
164,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",260465,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
165,"Project Dreams",Marshmello,259907,https://open.spotify.com/track/6GSkLS2y4ZnnZsuRAj975K
166,Trampoline,SHAED,259733,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk
167,"all my friends","21 Savage",256961,https://open.spotify.com/track/4paAidoE8VAemwU4jgCc6l
168,Uproar,"Lil Wayne",254541,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk
169,comethru,"Jeremy Zucker",253174,https://open.spotify.com/track/6fFTPGGItuEpjwXRUIr4rk
170,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",252615,https://open.spotify.com/track/1a7WZZZH7LzyvorhpOJFTe
171,"All The Stars (with SZA)","Kendrick Lamar",252507,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
172,"REEL IT IN",Aminé,252420,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY
173,"Say You Won't Let Go","James Arthur",252054,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
174,"come out and play","Billie Eilish",251221,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
175,"Beautiful Crazy","Luke Combs",250935,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
176,Thunder,"Imagine Dragons",250912,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
177,"Nowadays (feat. Landon Cube)","Lil Skies",250722,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
178,Women,"Florida Georgia Line",249983,https://open.spotify.com/track/0RO3tjH2cfyoGHLynijFcc
179,Hope,XXXTENTACION,246998,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
180,OTW,Khalid,246879,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
181,"Ruin My Life","Zara Larsson",245767,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
182,"Foot Fungus","Ski Mask The Slump God",245473,https://open.spotify.com/track/3EikYy40GMSp8l5mDV6IQo
183,"Don't Come Out The House (with 21 Savage)","Metro Boomin",242125,https://open.spotify.com/track/2Grb4G6t9VIqo6moKUloom
184,Silence,Marshmello,241414,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
185,"Jumpin on a Jet",Future,240309,https://open.spotify.com/track/1I3ZAmPmbFV78oNKnibOiW
186,"Te Boté - Remix","Nio Garcia",240232,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
187,"Baila Baila Baila",Ozuna,239322,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
188,"Let You Down",NF,239209,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
189,"MoshPit (feat. Juice WRLD)","Kodak Black",238564,https://open.spotify.com/track/4KX8vXbouybtUptEyYxtIk
190,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",237915,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
191,"bitches broken hearts","Billie Eilish",237601,https://open.spotify.com/track/3m7Fi1xpA6wwaVqGk68GM3
192,"Call Out My Name","The Weeknd",237248,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
193,"I'm a Mess","Bebe Rexha",236214,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
194,"BUTTERFLY EFFECT","Travis Scott",235885,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
195,"Body (feat. brando)","Loud Luxury",235156,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
196,1950,"King Princess",235026,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
197,"Don't Stop Me Now - Remastered 2011",Queen,234685,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
198,COPYCAT,"Billie Eilish",234515,https://open.spotify.com/track/5nzw98JId7kPlL4LcUqI9M
199,"Black & White","Juice WRLD",232983,https://open.spotify.com/track/1fCeXjoRExPP2qwSBh2aST
200,"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)","Shoreline Mafia",232725,https://open.spotify.com/track/1n8wr8tRHs5jmBxNWXedcn
